DCSNNDAT,-102.664239,46.887836
JMTWNDBM,-98.692778,46.906389
BSTNMACO,-71.055278,42.354167
CMBRMA01,-71.085,42.3675
WRCSMA02,-71.800833,42.268056
BTMTNVR0020,-117.478611,40.234167
ELKONVSS,-115.775965,40.841111
RENONV03,-119.810833,39.525833
BTRGLAMA,-91.184722,30.45
NWORLAMA,-90.072222,29.949722
RAYNLAR0001,-92.275556,30.253056
BUMTTXAT,-94.100278,30.087778
HSTNTX01,-95.365556,29.749167
BURLNCAT,-79.468611,36.065833
DRHMNCTL,-78.890556,36.03
GBVLNCXA,-79.541111,36.1075
BVTNORAB,-122.811944,45.4925
SALMORAE,-122.966362,44.971257
BWLGKYAT,-86.4225,36.930556
EZTWKYQ5000,-85.733333,37.683333
CDKNNJCK,-74.468611,40.811944
CHVLNJQA,-74.905,40.571111
RCPKNJ02,-74.075278,40.910833
CETNWYR0020,-107.620833,41.746389
CHYNWYMA,-104.816111,41.136111
EVTNWYR0010,-110.976667,41.247222
CHAMVIZA,-64.933333,18.366389
MGBAVIZA,-64.929167,18.377778
CHCGILCGW20,-87.63,41.875556
CHCGILCLW60,-87.640556,41.881389
CHCGILHKW50,-87.634444,41.755
GLVWILAT,-87.838333,42.088611
MSHWINQ0010,-86.316944,41.308889
OKBRILOA,-87.944722,41.849167
PRTGINAT,-87.179722,41.586944
PLMRIN01,-87.239096,41.398484
CHHMONXASP1,-82.1675,42.404722
LONDONXNAMD,-81.247222,42.981666
WNDSONXPSP1,-83.048056,42.316667
CHICCA10,-121.866111,39.738056
DNGNCA01,-122.016944,38.884167
DCTRILAT,-88.931667,39.871389
SPFDILSD,-89.649444,39.795278
CHPLFLMA,-85.541373,30.779966
CRVWFLSB,-86.573611,30.758056
PNCYFLMA,-85.658889,30.158056
TLHSFLAT,-84.290833,30.456389
CHRLNCCA,-80.837222,35.225
CHRLNCTE,-80.836944,35.15
GNBONCEU,-79.793889,36.072222
GSTANCAT,-81.148333,35.277778
RCHLSCR4004,-81.716667,34.6
SHLBNCAT,-81.529167,35.2725
SLBRNCBD,-80.473333,35.647778
WRSHSCAT,-82.166115,34.41126
DNBRCT23,-73.432222,41.39
MTRSNYAB,-73.924722,41.244167
SPFDMABR,-72.590278,42.104722
KNVLTNMA,-83.923439,35.969876
CHTNSCDT,-79.938889,32.785
MYBHSCAT,-78.885833,33.698056
CHTNWVLE,-81.633056,38.350556
PRBGWV01,-81.547222,39.263056
HMSQNJHS,-74.684444,40.208333
LNRKPALRW10,-75.433611,40.568333
NBWKNJ48,-74.448611,40.483056
DNVRCOMA,-104.996111,39.745833
LNMTCO01,-105.143889,40.149167
CKTNWAAA,-117.068056,46.423889
PLMNWAAA,-117.171166,46.731346
CLMAMORS,-92.216944,38.959722
KSCYMO09,-94.578611,39.096667
STLSMO09,-90.215278,38.633333
FLRNSCAT,-79.801944,34.195833
CLMBGAAT,-84.986183,32.471312
HMPNGATL,-84.296389,33.368889
OPLKALAA,-85.395278,32.729444
CLMBINAT,-85.9225,39.206944
LSVLKYCS,-85.760833,38.249167
CLMBOH11W03,-82.996667,39.965278
XENIOH02,-83.873889,39.582778
CLSPCOMA,-104.818056,38.833611
DNVRCOZJ,-105.016225,39.791661
GRVGCOAA,-104.904167,39.597778
LAMRCO02,-102.614094,37.936003
OKCYOKCE,-97.515278,35.470833
CLXCCAAA,-115.496389,32.691944
SLTNCAQ0010,-116.084167,33.28
LWRNMACA,-71.162778,42.705556
NWLNCT02,-72.098056,41.354167
CMDNNJCE,-75.116944,39.944167
FRHDNJ02,-74.290845,40.250098
NWRKNJ02,-74.178056,40.734444
PHLAPASL,-75.184167,39.946389
PSVLNJ39,-74.53,39.394722
CNCNOHWSW02,-84.5225,39.102222
EVDLOHEV,-84.429444,39.239722
WLTWKYQ0010,-84.553611,38.631944
COCOFLCC,-80.737778,28.364722
ORLDFLMA,-81.3775,28.543333
VRBHFLOS,-80.398056,27.635
COVLILCLW10,-89.990833,38.669444
SCABIL00,-89.876389,38.573333
CRALIDAG,-116.763333,47.685
SPKNWA01,-117.419167,47.654722
THFLMTR0200,-115.334425,47.600345
CRCHTXTU,-97.3975,27.793611
HRLNTXAT,-97.705278,26.2125
CRLBNMR0010,-104.201668,32.400627
ELPSTXMA,-106.483781,31.760383
LAMSTXR0010,-101.965556,32.747778
CRMLINBV,-86.130278,39.965556
CRSPPA01,-77.105278,40.275278
CRVCMOAT,-90.469444,38.678333
FLRSMORS,-90.378333,38.784722
HLBOMO01,-90.5275,38.326111
CRVSORAA,-123.219444,44.67
EUGNORAE,-123.091789,44.045278
FTWBFLCI,-86.610556,30.412222
PNSCFLBL,-87.217222,30.4175
DAVLKY22,-84.773563,37.650697
LXTNKYPP,-84.546111,38.068333
GLNDMTAN,-104.702778,47.1125
DESMIADT,-93.631111,41.587222
DVNPIADT,-90.575556,41.525
MSCYIAAT,-93.193607,43.154451
OMAHNENW,-95.940278,41.259167
DKLBILRS,-88.748611,41.911667
RCFRILRC,-89.093611,42.272778
DLHRTXR0200,-102.543472,36.42175
ENNSTX01,-96.631667,32.335
FTWOTXED,-97.328889,32.749722
LGVWTXTL,-94.742778,32.498333
MONRLACP,-92.113333,32.500556
SCRMCA01,-121.487222,38.578611
SNRSCA01,-122.713611,38.439444
WNCKCA50,-122.063611,37.923333
DOVRNHCF,-70.868333,43.205833
MNCHNHCO,-71.462778,42.992778
DRHMNCRT,-78.823889,35.892778
RLGHNCMO,-78.640833,35.779722
HRNDVA03,-77.423889,38.959444
LSBGVA10,-77.5625,39.1075
PLMOMIFA,-83.461389,42.368333
DYBHFLMA,-81.025,29.214722
JCVLFLCL,-81.662024,30.330772
EBTNGAR4001,-83.004793,33.908596
EFFTKYPP,-84.841389,38.187778
SHVLKYR8700,-85.223567,38.212014
EHMTPAR0001,-76.417622,40.085586
LNCSPAAC,-76.353056,40.050833
EKHTINAT,-85.981667,41.676111
ELLTMSR8700,-89.762069,33.68408
JCSNMSPS,-90.184838,32.298885
MMPHTNMA,-90.048611,35.145278
LRBGNMLM,-108.709167,32.347778
ELVLFLMA,-82.556944,29.949444
GSVLFLAN,-82.328333,29.651667
LVOKFLAT,-82.978667,30.293511
VLDSGAAT,-83.254722,30.843611
WNDRFLTL,-81.508611,28.518333
MDVITXLW,-95.854853,30.936769
EOLAILAA,-88.1475,41.801667
WNVLILAA,-88.173611,41.819722
ETAMWVESW10,-79.726695,39.486801
FRDRMDLH,-77.496667,39.343889
EUCLWIAT,-91.499167,44.816389
MDSNWI02,-89.389167,43.072778
STPLMNRO,-93.133889,44.930833
MDFDOR56,-122.874015,42.33085
EVRTWAAF,-122.268333,47.92
NBNDWA01,-121.809739,47.489019
STTLWA06,-122.358381,47.61706
YAKMWA01,-120.509444,46.600556
EVVLIN01T40,-87.571111,37.973333
MDVIKYBW,-87.499722,37.321667
OWBOKYAT,-87.061111,37.704444
SHLBINR0010,-87.394722,39.157222
FARGNDBC,-96.785,46.876944
FRFLMNR5036,-96.123611,46.2925
FLGSAZR0500,-111.679224,35.124451
KGMNAZAA,-114.054167,35.1925
MAYRAZAA,-112.255556,34.428889
FLKNMDFK,-76.982777,38.432499
RCMDVAGR,-77.436111,37.540833
WDRFMDRQW10,-76.917778,38.610556
LNNGMIMN,-84.5525,42.735278
SGNWMIAT,-83.940231,43.429022
LRBGNCAT,-79.525,34.799167
WLMGNCAT,-77.8425,34.26
FLSMCABD,-121.178756,38.66966
SLBRMDSCW10,-75.588333,38.377778
FNDYOH42,-83.651389,41.035278
STCDMNAT,-94.182778,45.536944
MNHWNJQA,-74.201944,39.700278
NWRKNJ05,-74.196944,40.699722
TKTNNJTH,-74.329722,39.613333
FRHNMAAB,-70.878611,41.649167
PRVDRIGR,-71.415,41.819444
LTTNMA02,-71.460833,42.523056
FRNDWV01,-81.061944,39.512778
WLNGWVCPW10,-80.720833,40.064444
FRNTKSRT,-94.705278,37.484167
JPLNMOMA,-94.516944,37.083611
TULSOKTB,-95.985,36.152778
MDSTCA02,-120.9975,37.643333
MNTCCA10,-121.251981,37.79783
FRVWKSRS,-95.726667,39.759444
OAFBNEAF,-95.923611,41.118889
STCTONAOF05,-79.253889,43.1475
FTLDFLOV,-80.2025,26.142778
OJUSFLTL,-80.190556,25.973056
WPBHFLAN,-80.052778,26.709444
FTMYFLMA,-81.825,26.606389
MIAMFLAC,-80.195,25.779167
SRSTFLMA,-82.517222,27.349444
FTSMARAB,-94.42,35.357222
WACOTXAB,-97.13,31.551389
WCFLTXES,-98.456667,33.9025
FTWYIN01T01,-85.133889,41.080278
WRSWINAT,-85.826667,41.251667
MACNGAGA,-83.635556,32.840556
WYCRGAQ5000,-82.36,31.213333
FYVLNCDK,-78.864722,35.040556
WNSLNCAT,-80.220278,36.1
GDISNEAS,-98.357782,40.949308
OMAHNETU,-96.122804,41.228487
GDRPMIBL,-85.668056,42.965833
KLMZMIMN,-85.583889,42.288611
GLBONCPB,-78.037778,35.319722
KSTNNCAT,-77.665556,35.194444
PNLVNCR8700,-78.218889,35.486111
GLPTMSAT,-89.093056,30.386944
MILWWIHE,-87.922778,43.037778
RLMDILAG,-88.021667,42.051389
HGPNNCAT,-80.008333,35.921389
RXBONCR4000,-78.905278,36.413333
GNBONCFZ,-79.865833,36.029444
TRCYMIAM,-85.681667,44.775556
GNHLRI01,-71.604167,41.398889
GNVLNCAT,-77.404722,35.553611
RCMTNCXA,-77.794167,35.943056
SPBGSCAT,-81.935278,34.956944
GNWDMSAT,-90.152222,33.517778
NYCQNYRP,-73.864865,40.731353
LNBHCAXJM01,-118.133889,33.83
LSANCA03,-118.253074,34.050883
LSANCA07,-118.385278,33.961944
GRNBMDGB,-76.881111,38.991111
GRYLMIAT,-84.701111,44.651944
OCALFLAT,-82.134444,29.185833
HDLGTXAC,-98.233889,26.199722
SISDTXXARG1,-98.424167,26.71
SKSTMOAT,-89.648504,36.876031
MSSLMTAG,-114.024444,46.93
HMPNVAAC,-76.320231,37.034319
NRFLVABS,-76.289722,36.853056
HMTNONAISP1,-79.889167,43.259167
TOROONXNSP1,-79.384167,43.645
HNLLHIWP,-157.863112,21.301897
MKHAHICTWCR,-158.223753,21.480253
PRLCHIES,-157.975556,21.414444
RRCKPAES,-76.4375,40.890833
WAYNPALA,-75.389444,40.045833
YORKPA01,-76.721111,39.975556
HRFRCT03,-72.676111,41.766111
SGINTXAA,-97.969343,29.594305
HTBGMSAT,-89.348889,31.322222
HTSNKSRS,-97.86944,38.059198
SALNKSQA,-97.609722,38.779444
WCHTKSBR,-97.335,37.6875
HYWRCA81,-122.075775,37.677187
OKLDCA03,-122.268889,37.805556
PLTNCA88,-121.89688,37.687809
SNJSCA02,-121.892778,37.333333
MUNCINAT,-85.390556,40.186111
JCVLFLSE,-81.551944,30.204722
JNBOARAT,-90.721111,35.813889
MMPHARJC,-90.718056,35.091944
JNCYKSRS,-96.864021,39.012216
MNHTKSRS,-96.579167,39.173611
KALMWAAA,-122.835556,45.988056
OLYMWABD,-122.8975,47.045833
KENTWAAE,-122.248333,47.399444
TACMWA02,-122.443611,47.256111
LSVGNV02,-115.140193,36.168371
KGWDWV01,-79.645556,39.478611
WLSMWV01W10,-80.446667,39.275278
SBNDIN05T10,-86.259167,41.674444
SMRTKYAT,-84.535,37.145278
OLTHKSRS,-94.759444,38.918333
SBTNVTET,-73.139938,44.456441
SRFRONACSP1,-80.975556,43.364722
MDLDTXMU,-102.078611,31.996389
LARDTXAC,-99.500581,27.503188
SHPTLATL,-93.748333,32.509722
LODICA02,-121.273611,38.145833
SKTNCA01,-121.288056,37.956667
TCSNAZMA,-110.968333,32.224444
OXNRCA01,-119.181111,34.191389
LSBGFLAT,-81.877222,28.815556
LWRNKSRS,-95.253333,38.993333
TPKAKSQA,-95.623097,39.033206
LXLYALR8700,-87.727354,30.644514
MOBLALMT,-88.046944,30.691944
LXTNKYDX,-84.500123,38.050094
RONKVALK,-79.944444,37.268889
SANGTX01,-100.435278,31.459167
MDTWOHEC,-84.401111,39.506389
PDCHKYFM,-88.604167,37.065833
WHHSOH01,-83.782778,41.505833
MESAAZTL,-111.857778,33.421944
WKSHWI02,-88.283333,42.969444
MNCHCA01,-123.705822,38.981092
PSKNCAR0002,-121.483333,38.583333
WRJTVTGA,-72.320833,43.648333
WSTROHAT,-81.891499,40.84525
WNCHVA01,-78.128889,39.222778
MPLSMNDT,-93.267222,44.9775
WTRLINR0003,-84.96626,41.429653
RCMDVAIT,-77.524167,37.470556
MTRLPQCNF01,-73.560556,45.499722
PLBGNYMA,-73.453889,44.705833
RCMDINAT,-84.895556,39.836111
RTLGWAQ2710,-121.821389,47.469167
NRWYILNO,-88.621111,41.455556
NYCMNY54,-73.989722,40.7675
NYCMNYBW,-74.00642,40.716414
OCSDCAAT,-117.3575,33.208056
SNDGCA02,-117.158611,32.746944
PDMTOK01,-97.709722,35.646389
SNFCCA21,-122.396944,37.785278
SXCYIAAT,-96.447033,42.497365
ONTRCAXPM01,-117.653055,34.066944
TAMPFLCO,-82.363333,27.962778
WNPKFLTL,-81.352778,28.600833
OTHEWAR0010,-119.176694,46.758056
SNBBCA01,-119.7,34.418889
TFPSCAES,-118.895,34.085278
TMPLTX04,-97.331389,31.098333
SBVIOHAB,-80.614267,40.354841
PKCYFLAA,-81.826944,28.264722
PROVUTMA,-111.657778,40.235
RDCYCA02,-122.2,37.480278
TRRHIN02T01,-87.4075,39.465278
SLNSCA01,-121.661953,36.679484
SNLOCA03,-120.716215,35.278664
SNTMCA01,-120.439722,34.950833
SNDGCABM,-117.210001,32.878365
SNFCCA01,-122.405278,37.791667
SNLOCA01,-120.663369,35.282692
SPBGFLHL,-82.659167,27.879444
STTLWA02,-122.343333,47.468056
SXFLSD10,-96.763333,43.546111
TLLYNY02,-76.109167,42.850278
TAMQFLFN,-82.522778,28.0225
MXWLNEAARG1,-100.677222,41.072222
CDRRIAAB,-91.686116,41.952764
NWNWVA01,-76.522222,37.140556
CHVLVAHSW10,-78.4625,38.032778
CLPPVA01,-77.963333,38.485
KLLNTXAT,-97.686667,31.076944
HDGRMD01,-76.098889,39.556667
LIMAOHRA,-84.020278,40.712778
FRCRNM01,-106.993333,32.293889
OLNYILAB,-88.038333,38.831389
BRYNTX01,-96.371389,30.669722
BKPKOHBV,-81.789444,41.4075
LFYTLAAT,-92.037778,30.274167
LKCHLAMA,-93.215833,30.23
FCTNNBBTF01,-66.648333,45.956944
LORNOHAT,-82.144167,41.4175
WDRFAZAA,-110.064685,34.878679
BRHMALRT,-86.811389,33.481944
PNBLARIF,-92.057778,34.193333
RDNGPA01,-75.921667,40.343889
TULSOKEZ,-95.868311,36.209454
WNHNFLMA,-81.731944,28.043889
CLWSFLCT,-82.755556,27.977222
LWTNOKRS,-98.347778,34.579722
ROCHNYLN,-77.648611,43.159444
BRNRMNAT,-94.193043,46.33726
DLTHMNAS,-92.103438,46.784722
HSTXTXFY,-95.469444,29.731389
WCHTKSTP,-97.334722,37.69
KNVLTNHB,-84.0513,35.921645
FLGSAZAI,-111.669444,35.167778
LKBNFLXB,-81.535278,28.383333
RSBGORR0020,-123.343889,43.065278
JCVLFLR8600,-81.786635,30.29139
SNSNFLR8600,-82.201998,30.1103
LKBTFLR8600,-82.241375,30.009392
MRFDWIDBRG1,-90.113333,44.638889
STPTWIFQ,-89.586667,44.555
FRCHWIAARG1,-90.984444,44.587222
GRETVA01,-79.357222,36.991667
SPTNVA01,-78.976667,37.471667
FRSTVA01,-77.326389,38.799722
INHLVA01W10,-77.445278,38.65
JHTWPAAA,-78.906787,40.330918
CODLCAQ0010,-122.995,38.850278
KATYTXQA,-95.809722,29.813611
RANDORR0001,-123.579167,42.609444
HGTWMD02,-77.972222,39.711944
HGTWMDFB,-77.710833,39.621944
WCFLTX43RG0,-98.601389,33.860556
AMRLTXONRG0,-101.992222,35.206389
CLSRCO77RG0,-104.683056,38.841389
HANNWYR0631,-106.577778,41.841111
ELY NVBBRG0,-115.337778,39.360278
SNSNTXACRGA,-102.39,30.138056
MIAUFLWSH24,-80.193056,25.782778
ORLDFLMAHCN,-81.3775,28.543333
CNCOOHFP,-84.526111,39.098056
WYCRGAAT,-82.356111,31.209722
CRDLILAB,-89.2525,37.665278
DCTRAL99,-86.977222,34.604722
LAMSTXR1220,-105.283986,31.746439
LAMSTXR1190,-104.569232,31.989061
HBBSNMR1140,-103.246667,32.694167
RDWYOHU0001,-83.56861,40.5125
WPABOHRA,-84.055,39.794167
HMTNGAR8700,-84.830278,32.751667
EVRGALAT,-86.950636,31.44381
KEWLHIZA,-158.23862,21.547313
CPGRMOAT,-89.654298,37.264716
ELMNAKQ0010,-149.831667,61.260833
ELMNAKZB,-149.81,61.245556
ELMNAKZA,-149.806944,61.246111
CPTNCAR0010,-120.214791,34.474183
NLSNNVR0010,-114.959501,35.712997
ALBQNMQ0010,-106.781944,35.063611
SANGTXR0020,-101.029245,31.849694
COVLIAAT,-91.572778,41.670833
WRRNPA01,-79.113889,41.862778
GNBGPAMS,-79.546389,40.326944
JCVLNCAT,-77.479722,34.756389
STCRVIAD,-64.888056,17.757778
LSOLCAAE,-120.829722,35.313056
PLSPCA19,-116.517222,33.834444
LNPNAKZA,-134.766389,58.391389
LAGRORR0010,-118.013,45.3226
SYDNAUBGDC0,151.210279,-33.864447
SYDNAUZADC0,151.216667,-33.866664
SYDNAUBDDC0,151.216667,-33.866664
SYDNAUBVDC0,151.197777,-33.876387
LBNNNHAA,-72.2475,43.657778
LONDENEHDC0,-0.100833,51.528611
PARSFRCGDC0,2.295002,48.900833
SYDNAUZAWA1,151.216667,-33.866664
SNGPSIBVDC0,103.85,1.3572
SNGPSIHLDC0,103.653332,1.324167
SNGPSIAUDC0,103.923058,1.325278
SNGPSIZADC0,103.81,1.285
SNGPSIDDDC0,103.890554,1.337778
LONDEN04DC0,-0.001667,51.512222
LONEENBODC1,-0.010591,51.499655
ABO NMR0010,-106.412028,34.42775
AMSTNLBWDC0,4.827778,52.344167
BRSLBGCUDC0,4.490322,50.90225
MONRLAMA,-92.113889,32.501111
SNGPSIHLWA1,103.653332,1.324167
DLJTAKZA,-145.728333,64.037778
FRBNAKZA,-147.706111,64.836667
GLALAKZA,-145.546667,62.11
ANCRAK04HA0,-149.873889,61.143611
PARSFRENDC1,2.497237,48.967919
PARSFREMDC0,2.529201,48.934979
CSWNHKAAW05,114.250001,22.216667
HNKNHKCODC0,114.241389,22.265
SNGPSIZAW07,103.85,17
LYONFRAJDC0,4.861946,45.723056
MRSLFR01DC0,5.4,43.3
PRTGAKGCHA0,-149.169444,60.943889
SWRDAKZB,-149.430556,60.125556
BRSLBG06DC0,4.476,50.87
WRTNORGCHA0,-123.947778,46.151667
PTLDORPB,-122.67986,45.520938
STRSFRAEDC0,7.781942,48.5675
KTBRJPAADC0,140.749997,36.8
KTBRJPAAW03,140.749997,36.8
SNGPSIZAWA0,103.85,17
FRNKGEFFDC0,8.598333,50.128333
DSDFGEBFDC0,6.806945,51.218889
WLTPNJENOS0,-74.1,40.157778
HLBOOR11RGA,-122.891944,45.54
CHNNIIAIDC0,80.280278,13.068056
CHNNIIAIWA0,80.280181,13.068109
CHNNIIAIWA1,80.280278,13.068056
CHNNIIALW00,80.273609,13.024444
SNGPSIHLWA2,103.653332,1.324167
RTRDNLADDC0,4.414444,51.930833
DAVYNEAA,-96.624167,40.965278
WHALPAAE,-75.520833,40.667222
FRTNTN01,-86.700556,35.506389
DOVRDE01,-75.528889,39.158889
KAWKNLAADC0,4.433333,52.183333
DLLNTX27,-96.780556,32.797778
TKTNNJTHW10,-74.329722,39.613333
KAWKNLAAW01,4.433333,52.183333
PRKNMIAT,-87.071389,45.966944
STIGMIMNW98,-84.723056,45.864444
MCCYMIMNW98,-84.73,45.782222
JUNEAKGC,-134.3875,58.288056
JCVLILAA,-90.299167,39.718611
SNJNPRZA,-66.080278,18.454722
STTGGE62DC0,9.116391,48.116389
BMBAIIAMWA0,18.048007,34.55313
MMBIIIAMDC0,72.999721,19.064167
MMBIIIAEW00,72.848609,19.031667
BTVLMD18,-76.892222,39.060833
PXTGPALR,-76.807222,40.250833
SNGPSISRDC0,103.967502,1.346944
WLTPNJENWA0,-74.1,40.157778
SVELFR01W00,-3.468889,48.711667
PARSFRCGW00,2.295002,48.900833
KEWLHIZAWA1,-158.24,21.56
GMISGUZAWA1,144.769167,13.446667
GMISGUZADC0,144.769167,13.446667
MKHAHICTW23,-158.228375,21.482921
AGOOJPAAW01,136.833335,34.316667
AGOOJPAADC0,136.833335,34.316667
AGOOJPAAWA0,136.833335,34.316667
TOKYJPQYW00,139.469722,35.678056
TOKYJPQYDC0,139.469722,35.678056
MLWDWAAA,-117.29,47.681111
TOKYJPEXDC0,139.750002,35.75
TOKYJPFADC0,139.749165,35.576389
KTBRJPAAWA0,140.749997,36.8
TOKYJPFAW00,139.749165,35.576389
MNCHCA01W09,-123.701944,38.981389
KTBRJPAAW01,140.749997,36.8
MIAMFLWS,-80.3125,25.769444
CRLNPRAL,-65.994722,18.422222
CHVLVA02,-78.294167,38.117778
OXFLAUABDC0,151.250002,-33.733331
LONDEN04W09,-0.001667,51.512222
